day,state,disturbance,environment,replicate,patch,resource,light,min,max,B,E,C,Pa,Pb,S,T,V
36,post,IV,constant,2,4,b,L,22.5,22.7,40,0,120,120,0,0,920,20
36,post,IV,constant,2,5,h,L,22.5,22.7,20,4,540,80,0,0,480,1
36,post,IV,constant,3,1,h,L,22.5,22.7,180,0,560,0,0,0,60,11
36,post,IV,constant,3,2,b,L,22.5,22.7,2,2,1,0,0,0,133,2
36,post,IV,constant,3,3,h,L,22.5,22.7,300,0,1160,0,0,0,69,30
36,post,IV,constant,3,4,b,L,22.5,22.7,40,1,240,0,0,0,1320,4
36,post,IV,constant,3,5,h,L,22.5,22.7,120,2,260,0,0,0,5600,11
36,post,IV,constant,4,1,h,L,22.5,22.7,200,1,720,220,0,0,580,28
36,post,IV,constant,4,2,b,L,22.5,22.7,4,0,1,17,0,0,9,23
36,post,IV,constant,4,3,h,L,22.5,22.7,100,1,620,40,0,0,0,8
36,post,IV,constant,4,4,b,L,22.5,22.7,60,0,480,360,0,0,1120,2
36,post,IV,constant,4,5,h,L,22.5,22.7,20,14,200,180,0,0,960,7
36,post,IV,constant,5,1,h,L,22.3,22.7,5,0,220,20,0,0,1220,11
36,post,IV,constant,5,2,b,L,22.3,22.7,0,0,180,80,0,0,24,7
36,post,IV,constant,5,3,h,L,22.3,22.7,0,0,440,60,0,0,106,31
36,post,IV,constant,5,4,b,L,22.3,22.7,6,0,1420,80,0,0,560,2
36,post,IV,constant,5,5,h,L,22.3,22.7,0,0,1220,100,0,0,7880,9
36,post,IV,constant,6,1,h,L,22.3,22.7,3,1,360,60,0,0,420,0
36,post,IV,constant,6,2,b,L,22.3,22.7,5,0,31,28,0,0,19,9
36,post,IV,constant,6,3,h,L,22.3,22.7,0,0,840,80,0,0,2440,4
36,post,IV,constant,6,4,b,L,22.3,22.7,9,0,260,40,0,0,1660,2
36,post,IV,constant,6,5,h,L,22.3,22.7,4,2,31,78,0,0,27,3
36,post,IV,constant,7,1,h,L,22.3,22.7,60,0,880,80,0,0,40,2
36,post,IV,constant,7,2,b,L,22.3,22.7,5,0,1,7,0,0,44,2
36,post,IV,constant,7,3,h,L,22.3,22.7,40,1,180,80,0,0,1400,80
36,post,IV,constant,7,4,b,L,22.3,22.7,20,0,1100,80,0,0,4,1
36,post,IV,constant,7,5,h,L,22.3,22.7,20,0,180,240,0,0,100,40
36,post,IV,constant,8,1,h,L,22.3,22.7,0,2,127,400,0,0,460,9
36,post,IV,constant,8,2,b,L,22.3,22.7,13,1,1200,120,0,0,220,7
36,post,IV,constant,8,3,h,L,22.3,22.7,7,0,26,140,0,0,17,4
36,post,IV,constant,8,4,b,L,22.3,22.7,10,0,1820,40,0,0,40,11
36,post,IV,constant,8,5,h,L,22.3,22.7,28,0,23,360,0,0,3,4
36,post,control,high,1,1,h,D,22.5,22.7,100,10,10,520,0,0,6,1
36,post,control,high,1,2,b,L,22.5,22.7,9,2,31,8,0,0,80,19
36,post,control,high,1,3,h,D,22.5,22.7,100,0,10,100,0,0,0,1
36,post,control,high,1,4,b,D,22.5,22.7,60,0,11,1,0,0,0,0
36,post,control,high,1,5,h,L,22.5,22.7,10,1,9,260,0,0,4,7
36,post,control,high,2,1,h,D,22.5,22.7,19,0,26,13,0,0,42,12
36,post,control,high,2,2,b,L,22.5,22.7,22,1,52,1,0,0,35,10
36,post,control,high,2,3,h,D,22.5,22.7,240,1,700,40,0,1,2,8
36,post,control,high,2,4,b,D,22.5,22.7,14,0,65,13,0,0,3,6
36,post,control,high,2,5,h,L,22.5,22.7,10,0,480,40,0,0,13,3
36,post,control,high,3,1,h,D,22.5,22.7,140,1,160,160,0,0,11,5
36,post,control,high,3,2,b,L,22.5,22.7,73,0,12,4,0,0,2,4
36,post,control,high,3,3,h,D,22.5,22.7,26,1,220,17,0,0,160,10
36,post,control,high,3,4,b,D,22.5,22.7,20,1,8,0,0,0,41,1
36,post,control,high,3,5,h,L,22.5,22.7,23,0,105,34,0,0,260,5
36,post,control,high,4,1,h,D,22.5,22.7,20,0,340,10,0,0,11,2
36,post,control,high,4,2,b,L,22.5,22.7,30,0,3,5,0,0,2,5
36,post,control,high,4,3,h,D,22.5,22.7,40,5,700,20,0,0,5,20
36,post,control,high,4,4,b,D,22.5,22.7,6,2,115,2,0,0,100,0
36,post,control,high,4,5,h,L,22.5,22.7,8,0,200,35,0,0,40,6
36,post,control,high,5,1,h,D,22.3,22.7,10,1,280,240,0,0,500,0
36,post,control,high,5,2,b,L,22.3,22.7,11,0,9,3,0,0,31,0
36,post,control,high,5,3,h,D,22.3,22.7,1,1,27,120,0,4,9,1
36,post,control,high,5,4,b,D,22.3,22.7,4,0,0,10,0,0,23,1
36,post,control,high,5,5,h,L,22.3,22.7,1,0,58,240,0,3,15,0
36,post,control,high,6,1,h,D,22.3,22.7,0,0,24,86,0,0,37,2
36,post,control,high,6,2,b,L,22.3,22.7,48,0,25,13,0,0,48,20
36,post,control,high,6,3,h,D,22.3,22.7,5,0,600,105,0,0,0,0
36,post,control,high,6,4,b,D,22.3,22.7,32,0,19,100,0,0,260,2
36,post,control,high,6,5,h,L,22.3,22.7,0,1,128,560,0,0,15,0
36,post,control,high,7,1,h,D,22.3,22.7,3,0,180,100,0,0,100,1
36,post,control,high,7,2,b,L,22.3,22.7,68,0,30,2,0,0,29,15
36,post,control,high,7,3,h,D,22.3,22.7,20,2,560,100,0,0,540,5
36,post,control,high,7,4,b,D,22.3,22.7,0,0,8,0,0,0,32,4
36,post,control,high,7,5,h,L,22.3,22.7,8,0,8,4,0,0,180,23
36,post,control,high,8,1,h,D,22.3,22.7,10,0,140,100,0,0,10,15
36,post,control,high,8,2,b,L,22.3,22.7,60,0,85,60,0,0,46,3
36,post,control,high,8,3,h,D,22.3,22.7,10,1,79,40,0,0,21,0
36,post,control,high,8,4,b,D,22.3,22.7,0,0,138,23,0,0,28,2
36,post,control,high,8,5,h,L,22.3,22.7,3,14,180,120,0,0,620,21
36,post,II,high,1,1,h,D,22.5,22.7,60,0,2400,260,0,0,25,1
36,post,II,high,1,2,b,L,22.5,22.7,17,0,18,10,0,0,5,11
36,post,II,high,1,3,h,D,22.5,22.7,60,0,1600,160,0,0,0,12
36,post,II,high,1,4,b,D,22.5,22.7,20,0,420,280,0,0,20,17
36,post,II,high,1,5,h,L,22.5,22.7,10,0,180,100,0,0,2400,12
36,post,II,high,2,1,h,D,22.5,22.7,4,0,160,120,0,0,38,5
36,post,II,high,2,2,b,L,22.5,22.7,80,1,4,3,0,0,5,4
36,post,II,high,2,3,h,D,22.5,22.7,3,5,1200,40,0,0,6,12
36,post,II,high,2,4,b,D,22.5,22.7,42,0,5,7,0,0,9,23
36,post,II,high,2,5,h,L,22.5,22.7,20,0,560,30,0,0,26,11
36,post,II,high,3,1,h,D,22.5,22.7,10,2,460,40,0,0,79,8
36,post,II,high,3,2,b,L,22.5,22.7,54,0,19,2,0,0,140,0
36,post,II,high,3,3,h,D,22.5,22.7,10,0,460,20,0,1,13,3
36,post,II,high,3,4,b,D,22.5,22.7,10,2,380,60,0,0,640,8
36,post,II,high,3,5,h,L,22.5,22.7,20,13,780,100,0,0,320,47
36,post,II,high,4,1,h,D,22.5,22.7,40,0,960,220,0,0,200,7
36,post,II,high,4,2,b,L,22.5,22.7,20,2,960,140,0,2,220,5
36,post,II,high,4,3,h,D,22.5,22.7,20,0,1520,80,0,0,0,4
36,post,II,high,4,4,b,D,22.5,22.7,14,19,6,12,0,0,9,3
36,post,II,high,4,5,h,L,22.5,22.7,20,0,1700,100,0,0,0,1
36,post,II,high,5,1,h,D,22.3,22.7,41,0,300,0,0,0,1480,45
36,post,II,high,5,2,b,L,22.3,22.7,6,2,0,0,0,0,940,3
36,post,II,high,5,3,h,D,22.3,22.7,10,33,600,10,0,0,1020,1
36,post,II,high,5,4,b,D,22.3,22.7,6,3,240,5,0,3,5000,4
36,post,II,high,5,5,h,L,22.3,22.7,39,0,84,0,0,0,3600,2
36,post,II,high,6,1,h,D,22.3,22.7,100,0,2500,100,0,0,360,9
36,post,II,high,6,2,b,L,22.3,22.7,69,3,5,23,0,0,28,13
36,post,II,high,6,3,h,D,22.3,22.7,0,5,680,340,0,0,380,13
36,post,II,high,6,4,b,D,22.3,22.7,52,1,32,10,0,0,60,11
36,post,II,high,6,5,h,L,22.3,22.7,100,0,3120,420,0,0,680,0
36,post,II,high,7,1,h,D,22.3,22.7,20,0,860,200,0,0,5500,4
36,post,II,high,7,2,b,L,22.3,22.7,0,0,17,4,0,0,300,2
36,post,II,high,7,3,h,D,22.3,22.7,0,1,19,160,0,0,19,0
36,post,II,high,7,4,b,D,22.3,22.7,10,2,680,100,0,0,1820,5
36,post,II,high,7,5,h,L,22.3,22.7,0,0,80,40,0,0,3600,9
36,post,II,high,8,1,h,D,22.3,22.7,0,0,1000,240,0,0,300,5
36,post,II,high,8,2,b,L,22.3,22.7,40,0,700,140,0,0,32,16
36,post,II,high,8,3,h,D,22.3,22.7,20,0,380,280,0,0,460,1
36,post,II,high,8,4,b,D,22.3,22.7,0,4,2,2,0,0,120,9
36,post,II,high,8,5,h,L,22.3,22.7,0,2,3300,360,0,0,60,1
36,post,IV,high,1,1,h,D,22.5,22.7,60,0,1320,100,0,0,5,3
36,post,IV,high,1,2,b,L,22.5,22.7,40,0,58,40,0,0,17,9
36,post,IV,high,1,3,h,D,22.5,22.7,100,0,680,80,0,0,400,3
36,post,IV,high,1,4,b,D,22.5,22.7,10,0,2800,80,0,0,0,6
36,post,IV,high,1,5,h,L,22.5,22.7,60,0,2360,40,0,0,7,2
36,post,IV,high,2,1,h,D,22.5,22.7,40,0,2600,120,0,0,120,4
36,post,IV,high,2,2,b,L,22.5,22.7,16,0,1,3,0,0,20,3
36,post,IV,high,2,3,h,D,22.5,22.7,10,0,260,220,0,0,1,0
36,post,IV,high,2,4,b,D,22.5,22.7,100,0,2240,60,0,0,8,7
36,post,IV,high,2,5,h,L,22.5,22.7,40,1,1580,20,0,0,2,8
36,post,IV,high,3,1,h,D,22.5,22.7,10,0,300,120,0,0,160,7
36,post,IV,high,3,2,b,L,22.5,22.7,12,0,1,0,0,0,120,4
36,post,IV,high,3,3,h,D,22.5,22.7,40,0,1100,200,0,1,320,1
36,post,IV,high,3,4,b,D,22.5,22.7,40,0,2000,20,0,0,200,3
36,post,IV,high,3,5,h,L,22.5,22.7,10,0,1420,60,0,0,360,4
36,post,IV,high,4,1,h,D,22.5,22.7,10,0,640,40,0,0,55,13
36,post,IV,high,4,2,b,L,22.5,22.7,40,0,520,80,0,0,2,9
36,post,IV,high,4,3,h,D,22.5,22.7,11,0,660,80,0,0,2260,3
36,post,IV,high,4,4,b,D,22.5,22.7,15,0,260,43,0,0,440,13
36,post,IV,high,4,5,h,L,22.5,22.7,40,0,620,200,0,0,31,0
36,post,IV,high,5,1,h,D,22.3,22.7,60,0,4000,80,0,0,340,1
36,post,IV,high,5,2,b,L,22.3,22.7,100,1,40,10,0,0,600,0
36,post,IV,high,5,3,h,D,22.3,22.7,0,2,380,120,0,0,7800,3
36,post,IV,high,5,4,b,D,22.3,22.7,60,0,3000,240,0,0,240,8
36,post,IV,high,5,5,h,L,22.3,22.7,20,3,440,40,0,0,2340,1
36,post,IV,high,6,1,h,D,22.3,22.7,10,0,60,200,0,0,280,7
36,post,IV,high,6,2,b,L,22.3,22.7,48,0,0,1,0,0,57,9
36,post,IV,high,6,3,h,D,22.3,22.7,0,0,81,31,0,0,43,3
36,post,IV,high,6,4,b,D,22.3,22.7,28,0,640,23,0,0,600,5
36,post,IV,high,6,5,h,L,22.3,22.7,3,0,3000,200,0,0,360,0
36,post,IV,high,7,1,h,D,22.3,22.7,12,0,660,20,0,0,2640,9
36,post,IV,high,7,2,b,L,22.3,22.7,21,0,5,16,0,0,30,0
36,post,IV,high,7,3,h,D,22.3,22.7,10,0,620,100,0,0,500,9
36,post,IV,high,7,4,b,D,22.3,22.7,60,0,2800,40,0,0,100,3
36,post,IV,high,7,5,h,L,22.3,22.7,0,0,440,60,0,0,5200,1
36,post,IV,high,8,1,h,D,22.3,22.7,4,0,600,52,0,0,90,2
36,post,IV,high,8,2,b,L,22.3,22.7,20,10,58,80,0,2,1,2
36,post,IV,high,8,3,h,D,22.3,22.7,20,6,260,140,0,0,4,0
36,post,IV,high,8,4,b,D,22.3,22.7,80,0,1640,180,0,0,1080,13
36,post,IV,high,8,5,h,L,22.3,22.7,10,1,800,160,0,0,22,9
